Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Category Id 1,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price EUR,Variant Price USD,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url,Product Image 2 Url
,senna-tea,Senna Tea,,"Senna tea can be slightly sweet, but it does also have bitter undertones. It can treat constipation, and may also help treat haemorrhoids that occur as a result of chronic constipation. It is also thought to have both anti-inflammatory and anti-parasitic properties. Benefits attributed to: - Helps with constipation and haemorrhoids - Aids with indigestion - Great for detoxing and weight loss - Helps with eczema and acne",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,50g,TEA-SENNA-50G,,TRUE,FALSE,,,,,,,,,8.75,7.5,Size,50g,,
,senna-tea,Senna Tea,,"Senna tea can be slightly sweet, but it does also have bitter undertones. It can treat constipation, and may also help treat haemorrhoids that occur as a result of chronic constipation. It is also thought to have both anti-inflammatory and anti-parasitic properties. Benefits attributed to: - Helps with constipation and haemorrhoids - Aids with indigestion - Great for detoxing and weight loss - Helps with eczema and acne",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,100g,TEA-SENNA-100G,,TRUE,FALSE,,,,,,,,,15,12.9,Size,100g,,
,senna-tea,Senna Tea,,"Senna tea can be slightly sweet, but it does also have bitter undertones. It can treat constipation, and may also help treat haemorrhoids that occur as a result of chronic constipation. It is also thought to have both anti-inflammatory and anti-parasitic properties. Benefits attributed to: - Helps with constipation and haemorrhoids - Aids with indigestion - Great for detoxing and weight loss - Helps with eczema and acne",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,250g,TEA-SENNA-250G,,TRUE,FALSE,,,,,,,,,35,30,Size,250g,,
,thyme-tea,Thyme Tea,,"Thyme tea has a very earthy rich flavour with subtle mint undertones. The aroma of thyme is very subtle and rather dry. Unlike many other herbs and spices, it isn't particularly aromatic. It helps to stimulate the memory, ease headaches and muscle tension, soothe coughs, relieve fevers, and fight colds and infections. Benefits attributed to: - Lowers blood pressure - Boosts your immune system - Excellent for skin problems like acne and eczema - Promotes cognitive health",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,50g,TEA-THYME-50G,,TRUE,FALSE,,,,,,,,,8.75,7.5,Size,50g,,
,thyme-tea,Thyme Tea,,"Thyme tea has a very earthy rich flavour with subtle mint undertones. The aroma of thyme is very subtle and rather dry. Unlike many other herbs and spices, it isn't particularly aromatic. It helps to stimulate the memory, ease headaches and muscle tension, soothe coughs, relieve fevers, and fight colds and infections. Benefits attributed to: - Lowers blood pressure - Boosts your immune system - Excellent for skin problems like acne and eczema - Promotes cognitive health",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,100g,TEA-THYME-100G,,TRUE,FALSE,,,,,,,,,15,12.9,Size,100g,,
,thyme-tea,Thyme Tea,,"Thyme tea has a very earthy rich flavour with subtle mint undertones. The aroma of thyme is very subtle and rather dry. Unlike many other herbs and spices, it isn't particularly aromatic. It helps to stimulate the memory, ease headaches and muscle tension, soothe coughs, relieve fevers, and fight colds and infections. Benefits attributed to: - Lowers blood pressure - Boosts your immune system - Excellent for skin problems like acne and eczema - Promotes cognitive health",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,250g,TEA-THYME-250G,,TRUE,FALSE,,,,,,,,,35,30,Size,250g,,
,valerian-tea,Valerian Tea,,"Valerian tea has a woody taste. The plant grows well in moist, grassy areas so the tea has an earthy quality that is distinctive. The longer you brew valerian tea, the more intense the taste will be. Benefits of drinking the tea include improved sleep, decreased stress, menstrual symptom relief, and even a reduction of menopausal symptoms. Benefits attributed to: - Naturally aids sleep - Calms anxiety - Lowers blood pressure - Eases menstrual cramps",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,50g,TEA-VALERIAN-50G,,TRUE,FALSE,,,,,,,,,8.75,7.5,Size,50g,,
,valerian-tea,Valerian Tea,,"Valerian tea has a woody taste. The plant grows well in moist, grassy areas so the tea has an earthy quality that is distinctive. The longer you brew valerian tea, the more intense the taste will be. Benefits of drinking the tea include improved sleep, decreased stress, menstrual symptom relief, and even a reduction of menopausal symptoms. Benefits attributed to: - Naturally aids sleep - Calms anxiety - Lowers blood pressure - Eases menstrual cramps",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,100g,TEA-VALERIAN-100G,,TRUE,FALSE,,,,,,,,,15,12.9,Size,100g,,
,valerian-tea,Valerian Tea,,"Valerian tea has a woody taste. The plant grows well in moist, grassy areas so the tea has an earthy quality that is distinctive. The longer you brew valerian tea, the more intense the taste will be. Benefits of drinking the tea include improved sleep, decreased stress, menstrual symptom relief, and even a reduction of menopausal symptoms. Benefits attributed to: - Naturally aids sleep - Calms anxiety - Lowers blood pressure - Eases menstrual cramps",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,250g,TEA-VALERIAN-250G,,TRUE,FALSE,,,,,,,,,35,30,Size,250g,,
,wild-cherry-tea,Wild Cherry Tea,,"Gold winner in Blas na hEireann / Irish Food Awards in 2024 in the Herbal and Fruit Tea Category. A strong vibrant flavour of wild cherries. Smooth, aromatic, and naturally bright, it's a simple yet stunning infusion. It is packed with antioxidants, vitamins, and minerals that can help boost your immune system. Benefits attributed to: -assists respiratory health by soothing coughs (like bronchitis) and clearing mucus -acts as an expectorant and antitussive -it also supports digestion by calming upset stomachs -offers anti-inflammatory effects -has mild sedative properties, aiding relaxation",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,50g,TEA-WILD-CHERRY-50G,,TRUE,FALSE,,,,,,,,,8.75,7.5,Size,50g,,
,wild-cherry-tea,Wild Cherry Tea,,"Gold winner in Blas na hEireann / Irish Food Awards in 2024 in the Herbal and Fruit Tea Category. A strong vibrant flavour of wild cherries. Smooth, aromatic, and naturally bright, it's a simple yet stunning infusion. It is packed with antioxidants, vitamins, and minerals that can help boost your immune system. Benefits attributed to: -assists respiratory health by soothing coughs (like bronchitis) and clearing mucus -acts as an expectorant and antitussive -it also supports digestion by calming upset stomachs -offers anti-inflammatory effects -has mild sedative properties, aiding relaxation",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,100g,TEA-WILD-CHERRY-100G,,TRUE,FALSE,,,,,,,,,15,12.9,Size,100g,,
,wild-cherry-tea,Wild Cherry Tea,,"Gold winner in Blas na hEireann / Irish Food Awards in 2024 in the Herbal and Fruit Tea Category. A strong vibrant flavour of wild cherries. Smooth, aromatic, and naturally bright, it's a simple yet stunning infusion. It is packed with antioxidants, vitamins, and minerals that can help boost your immune system. Benefits attributed to: -assists respiratory health by soothing coughs (like bronchitis) and clearing mucus -acts as an expectorant and antitussive -it also supports digestion by calming upset stomachs -offers anti-inflammatory effects -has mild sedative properties, aiding relaxation",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,250g,TEA-WILD-CHERRY-250G,,TRUE,FALSE,,,,,,,,,35,30,Size,250g,,
,lavender-essential-oil,Lavender Essential Oil,,"A calming and therapeutic oil, Lavender has been used for centuries. Taking its name from the Latin Lavare, meaning to ""to wash"", Lavender possesses a clean, pure aroma.  Lavender oil is known for its potential benefits, including reducing anxiety and stress, improving sleep, and soothing skin irritations. It also possesses antibacterial, antifungal, anti-inflammatory, and antioxidant properties that can aid in wound healing, muscle pain relief, and skin issues like acne and hyperpigmentation.",published,,10,,,,,,,,default,TRUE,,pcat_01KEHWW17QG7S40P2YEY6ZTWY2,,,TRUE,,,10g,OIL-LAVENDER-10G,,TRUE,FALSE,,,,,,,,,9.99,9.99,Size,10g,,
,peppermint-essential-oil,Peppermint Essential Oil,,"Today, peppermint is promoted for irritable bowel syndrome (IBS), indigestion, headaches, muscle tension, nausea, and other conditions.",published,,10,,,,,,,,default,TRUE,,pcat_01KEHWW17QG7S40P2YEY6ZTWY2,,,TRUE,,,10g,OIL-PEPPERMINT-10G,,TRUE,FALSE,,,,,,,,,9.99,9.99,Size,10g,,
,frankincense-essential-oil,Frankincense Essential Oil,,"Frankincense essential oil has been treasured for thousands of years for its spiritual and therapeutic properties. With its warm, woody, and slightly sweet aroma, it is known for promoting feelings of peace, relaxation, and overall wellness. Benefits attributed to: - Supports healthy skin appearance and may help reduce the appearance of blemishes - Promotes relaxation and may help reduce feelings of stress and anxiety - Supports healthy cellular function - May help support a healthy immune system - Often used in meditation and spiritual practices for its grounding properties",published,,10,,,,,,,,default,TRUE,,pcat_01KEHWW17QG7S40P2YEY6ZTWY2,,,TRUE,,,10g,OIL-FRANKINCENSE-10G,,TRUE,FALSE,,,,,,,,,9.99,9.99,Size,10g,,
,sandalwood-essential-oil,Sandalwood Essential Oil,,"Sandalwood essential oil is prized for its rich, warm, and woody aroma that has been used in traditional practices for centuries. Known for its calming and grounding properties, it is often used in meditation and skincare. Benefits attributed to: - Promotes relaxation and may help reduce feelings of stress and anxiety - Supports healthy-looking skin and may help with skin hydration - Often used in aromatherapy for its calming and meditative qualities - May help support a healthy mood and emotional balance - Known for its grounding and centering properties",published,,10,,,,,,,,default,TRUE,,pcat_01KEHWW17QG7S40P2YEY6ZTWY2,,,TRUE,,,10g,OIL-SANDALWOOD-10G,,TRUE,FALSE,,,,,,,,,9.99,9.99,Size,10g,,
,cedarwood-essential-oil,Cedarwood Essential Oil,,"Cedarwood essential oil has a warm, woody, and slightly sweet aroma that is both grounding and calming. It has been used for centuries for its therapeutic properties and is particularly known for supporting healthy skin and promoting restful sleep. Benefits attributed to: - May help promote restful sleep and relaxation - Supports healthy-looking skin and may help with skin concerns - Known for its grounding and calming properties - May help reduce feelings of stress and tension - Often used in aromatherapy for its soothing effects",published,,10,,,,,,,,default,TRUE,,pcat_01KEHWW17QG7S40P2YEY6ZTWY2,,,TRUE,,,10g,OIL-CEDARWOOD-10G,,TRUE,FALSE,,,,,,,,,9.99,9.99,Size,10g,,
,aniseed-essential-oil,Aniseed Essential Oil,,"Aniseed essential oil has a sweet, licorice-like aroma that is both warming and comforting. It has been traditionally used for its digestive and respiratory support properties. Benefits attributed to: - May help support healthy digestion and ease digestive discomfort - Known for its warming and comforting properties - May help support respiratory health - Often used in aromatherapy for its sweet, uplifting aroma - May help promote feelings of relaxation and calm",published,,10,,,,,,,,default,TRUE,,pcat_01KEHWW17QG7S40P2YEY6ZTWY2,,,TRUE,,,10g,OIL-ANISEED-10G,,TRUE,FALSE,,,,,,,,,9.99,9.99,Size,10g,,
,citronella-essential-oil,Citronella Essential Oil,,"Citronella essential oil has a fresh, citrusy, and slightly floral aroma that is well-known for its natural insect-repelling properties. It is commonly used in outdoor settings and for natural pest control. Benefits attributed to: - Natural insect repellent properties - Fresh, uplifting aroma that may help improve mood - May help create a pleasant, clean-smelling environment - Often used in outdoor and camping settings - May help support a positive atmosphere",published,,10,,,,,,,,default,TRUE,,pcat_01KEHWW17QG7S40P2YEY6ZTWY2,,,TRUE,,,10g,OIL-CITRONELLA-10G,,TRUE,FALSE,,,,,,,,,9.99,9.99,Size,10g,,
,eucalyptus-essential-oil,Eucalyptus Essential Oil,,"Eucalyptus essential oil has a fresh, clean, and invigorating aroma that is well-known for its respiratory support properties. It is commonly used during cold and flu season and for promoting clear breathing. Benefits attributed to: - May help support respiratory health and clear breathing - Known for its invigorating and energizing properties - May help promote feelings of clarity and focus - Often used in steam inhalation for respiratory support - May help create a fresh, clean environment",published,,10,,,,,,,,default,TRUE,,pcat_01KEHWW17QG7S40P2YEY6ZTWY2,,,TRUE,,,10g,OIL-EUCALYPTUS-10G,,TRUE,FALSE,,,,,,,,,9.99,9.99,Size,10g,,
,tea-tree-essential-oil,Tea Tree Essential Oil,,"Tea tree essential oil, also known as melaleuca oil, has a fresh, medicinal, and slightly camphorous aroma. It is one of the most popular essential oils for skincare and is known for its cleansing and purifying properties. Benefits attributed to: - Known for its cleansing and purifying properties - May help support healthy-looking skin and address skin concerns - Natural antimicrobial properties - Often used in skincare routines for its beneficial effects - May help support a clean, fresh environment",published,,10,,,,,,,,default,TRUE,,pcat_01KEHWW17QG7S40P2YEY6ZTWY2,,,TRUE,,,10g,OIL-TEA-TREE-10G,,TRUE,FALSE,,,,,,,,,9.99,9.99,Size,10g,,
,rosemary-essential-oil,Rosemary Essential Oil,,"Rosemary essential oil has a fresh, herbaceous, and invigorating aroma that is known for its ability to promote mental clarity and focus. It has been used for centuries for both culinary and therapeutic purposes. Benefits attributed to: - May help promote mental clarity, focus, and memory - Known for its invigorating and energizing properties - May help support healthy hair and scalp - Often used in aromatherapy for cognitive support - May help reduce feelings of mental fatigue and support concentration",published,,10,,,,,,,,default,TRUE,,pcat_01KEHWW17QG7S40P2YEY6ZTWY2,,,TRUE,,,10g,OIL-ROSEMARY-10G,,TRUE,FALSE,,,,,,,,,9.99,9.99,Size,10g,,
,may-chang-essential-oil,May Chang Essential Oil,,"May Chang essential oil, also known as Litsea Cubeba, has a fresh, citrusy, and slightly floral aroma that is both uplifting and calming. It is often used as a more affordable alternative to lemon verbena and is known for its balancing properties. Benefits attributed to: - Uplifting and mood-enhancing properties - Fresh, citrusy aroma that may help reduce feelings of stress - May help promote feelings of calm and relaxation - Often used in aromatherapy for emotional balance - May help create a positive and energizing atmosphere",published,,10,,,,,,,,default,TRUE,,pcat_01KEHWW17QG7S40P2YEY6ZTWY2,,,TRUE,,,10g,OIL-MAY-CHANG-10G,,TRUE,FALSE,,,,,,,,,9.99,9.99,Size,10g,,
,bergamot-essential-oil,Bergamot Essential Oil,,"Bergamot essential oil offers benefits for relaxation, stress reduction, and mood improvement through aromatherapy, as well as potential benefits for skin health, digestion, and immune support. Its ability to promote relaxation by lowering stress hormones like cortisol is well-documented, and it can help with skin issues like acne and inflammation due to its antibacterial and anti-inflammatory properties.",published,,10,,,,,,,,default,TRUE,,pcat_01KEHWW17QG7S40P2YEY6ZTWY2,,,TRUE,,,10g,OIL-BERGAMOT-10G,,TRUE,FALSE,,,,,,,,,9.99,9.99,Size,10g,,
,spartan-healing-oil,Spartan Healing Oil,,"Spartan Healing Oil has been known throughout history as a wound healer and was applied to their bodies after battles by the Spartans and the Crusaders. Though the plant may be known today as an anti-depressant and sedative, it is historically more important as a healing herb and is mentioned as such by many ancient Greek authors such as Hippocrates (the founder of medicine) and Dioscurides. - Ideal for all therapeutic massages and relaxing - Helps in the treatment of arthritis and joint pains - Helps in the treatment of stomach pains, mild ulcers and gastroenteritis - Helps in the treatment of first degree burns - Helps in the treatment of all skin problems",published,,10,,,,,,,,default,TRUE,,pcat_01KEHWW17QG7S40P2YEY6ZTWY2,,,TRUE,,,10g,OIL-SPARTAN-HEALING-10G,,TRUE,FALSE,,,,,,,,,22,22,Size,10g,,
,natural-sea-sponge,Natural Sea Sponge,,"Soft natural sea sponges offer pampering at bath time, helping to restore your skins natural radiance. They effectively and efficiently cleanse the skin, helping to remove dead skin cells and promoting gorgeous soft skin in minutes. Suitable for use on all skin types, particularly sensitive skins. A properly cared for sea sponge will last for many years, it is important to let them dry after each use. Free from bleach, petroleum and toxins and only contain natural enzymes. Benefits of the Natural Sea Sponge: - Sea Sponges are permeated with natural enzymes that inhibit the growth of mould, mildew and bacteria - Promotes softer, smoother skin after each use - A natural sponge will hold two to three times as much water as an artificial one - Natural Sponges are more resistant to acids",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17QP18FQD6X5T4WZSTD,,,TRUE,,,Standard,SPONGE-SEA-STANDARD,,TRUE,FALSE,,,,,,,,,14,14,Size,Standard,,
,shilajit,Shilajit,,"Shilajit is a natural substance found in the Himalayas, formed for centuries by the gradual decomposition of certain plants by the action of microorganisms. It is a potent and very safe dietary supplement, restoring the energetic balance and potentially able to prevent several diseases. Nature's Elixir's shilajit is gold grade, it comes from 17,000 + feet and is sun dried. It is the best on the market. It contains 85+ ionic minerals and Fulvic and Humic acid (the two most important acids for the body). Used by Olympic athletes, astronauts and Hollywood actors. - Rejuvenates the skin and all cells. It is anti- aging for the brain and body. - Improves mood, reduces anxiety, balances emotions and brain function- an elite adaptogen. - Improves energy naturally (no caffeine) in the short and long term. - De-Tox effectively - shilajit binds to toxins and heavy metals (that cause heart disease, thyroid problems, dementia) and removes them from the blood stream. It nourishes your body back to health if you have toxins backed up or mineral deficiencies. - Very effective testosterone booster (nature's Viagra). Enhances libido in men and women. - Lose weight, improve workouts and increase stamina. - Enhances the absorption of vitamins and other supplements. - Improves sleep, immunity system, digestion and the gut. - Many other benefits including arthritis, rheumatism, osteoporosis and liver function. - Some people take shilajit to help relieve altitude sickness and boost their sperm count. - Slow Alzheimer's Progression. Shilajit contains an antioxidant known as fulvic acid. A 2012 study found that fulvic acid in shilajit may help block the buildup of tau-a type of protein.Tau is considered a key marker of Alzheimer's disease and similar diseases.  - Lower Cholesterol and triglycerides significantly. - Boost Collagen Synthesis. Collagen is an abundant protein in the body that is a major component of bone, skin, muscles, tendons, and cartilage. Collagen synthesis is important for maintaining healthy skin, joints, and muscles as you age because your body's natural production gradually declines. - Maintain Bone Health. Bone loss is a significant concern in menopausal women. Up to 20% of bone loss can occur during perimenopause and menopause, and approximately one in 10 women over the age of 60 are affected by osteoporosis worldwide. - Prevent Iron-Deficiency Anemia. Shilajit may prevent iron-deficiency anemia because it naturally contains iron.",published,,30,,,,,,,,default,TRUE,,pcat_01KEHWW17RZYN97D259HJY0HA4,,,TRUE,,,15g,SUPP-SHILAJIT-15G,,TRUE,FALSE,,,,,,,,,25,25,Size,15g,,
,shilajit,Shilajit,,"Shilajit is a natural substance found in the Himalayas, formed for centuries by the gradual decomposition of certain plants by the action of microorganisms. It is a potent and very safe dietary supplement, restoring the energetic balance and potentially able to prevent several diseases. Nature's Elixir's shilajit is gold grade, it comes from 17,000 + feet and is sun dried. It is the best on the market. It contains 85+ ionic minerals and Fulvic and Humic acid (the two most important acids for the body). Used by Olympic athletes, astronauts and Hollywood actors. - Rejuvenates the skin and all cells. It is anti- aging for the brain and body. - Improves mood, reduces anxiety, balances emotions and brain function- an elite adaptogen. - Improves energy naturally (no caffeine) in the short and long term. - De-Tox effectively - shilajit binds to toxins and heavy metals (that cause heart disease, thyroid problems, dementia) and removes them from the blood stream. It nourishes your body back to health if you have toxins backed up or mineral deficiencies. - Very effective testosterone booster (nature's Viagra). Enhances libido in men and women. - Lose weight, improve workouts and increase stamina. - Enhances the absorption of vitamins and other supplements. - Improves sleep, immunity system, digestion and the gut. - Many other benefits including arthritis, rheumatism, osteoporosis and liver function. - Some people take shilajit to help relieve altitude sickness and boost their sperm count. - Slow Alzheimer's Progression. Shilajit contains an antioxidant known as fulvic acid. A 2012 study found that fulvic acid in shilajit may help block the buildup of tau-a type of protein.Tau is considered a key marker of Alzheimer's disease and similar diseases.  - Lower Cholesterol and triglycerides significantly. - Boost Collagen Synthesis. Collagen is an abundant protein in the body that is a major component of bone, skin, muscles, tendons, and cartilage. Collagen synthesis is important for maintaining healthy skin, joints, and muscles as you age because your body's natural production gradually declines. - Maintain Bone Health. Bone loss is a significant concern in menopausal women. Up to 20% of bone loss can occur during perimenopause and menopause, and approximately one in 10 women over the age of 60 are affected by osteoporosis worldwide. - Prevent Iron-Deficiency Anemia. Shilajit may prevent iron-deficiency anemia because it naturally contains iron.",published,,30,,,,,,,,default,TRUE,,pcat_01KEHWW17RZYN97D259HJY0HA4,,,TRUE,,,30g,SUPP-SHILAJIT-30G,,TRUE,FALSE,,,,,,,,,45,45,Size,30g,,
,ashwagandha-30-gram,Ashwagandha 30 Gram,,"Ashwagandha began to be used thousands of years ago and forms part of what's known as Ayurveda, or traditional Indian medicine.The root of this plant, a small shrub with small leaves and orange-red fruits shaped like berries, has very well-known adaptogenic properties. But it can also exert many more positive actions. There are many well-known benefits of using ashwagandha: It has a general rejuvenating effect and helps to maintain skin health. It protects skin tissue from damage and protects overall health through its antioxidant activity.  It helps to maintain physical and mental capacity when we feel weak, exhausted, tired or lose concentration. It offers support in times of mental stress, nervousness and anxiety. It supports optimum relaxation, emotional balance and overall wellbeing. It also helps calm your mind and enhance physical wellbeing.  It helps maintain energy levels and increase muscle mass and weight because it helps develop muscle. It helps maintain feelings of physical and mental energy and vitality and helps maintain the body's vitality. It is also considered an energy tonic and stimulator for the body.  It helps keep your heart and cardiovascular system, and respiratory system healthy. It supports female reproductive organ health and helps maintain strength during pregnancy. It supports male sexual function and helps maintain sperm mobility.",published,,30,,,,,,,,default,TRUE,,pcat_01KEHWW17RZYN97D259HJY0HA4,,,TRUE,,,30g,SUPP-ASHWAGANDHA-30G,,TRUE,FALSE,,,,,,,,,26,22.5,Size,30g,,
,moringa-30-gram,Moringa 30 Gram,,"Moringa offers benefits including being a nutritious food source rich in vitamins, minerals, and protein, and contains all nine essential amino acids. It has potent anti-inflammatory and antioxidant properties that helps to manage blood sugar and cholesterol levels, boost the immune system, and protects organs like the liver. Menopausal symptom relief: Some research shows it may alleviate menopausal symptoms like hot flashes.  Male reproductive health: Early research suggests potential benefits for prostate health, erectile dysfunction, and male fertility.",published,,30,,,,,,,,default,TRUE,,pcat_01KEHWW17RZYN97D259HJY0HA4,,,TRUE,,,30g,SUPP-MORINGA-30G,,TRUE,FALSE,,,,,,,,,26,22.5,Size,30g,,
,gok-shura,Gok Shura,,"Gokshura (Tribulus terrestris) is a popular medicinal plant in traditional Ayurvedic and Chinese medicine. It has antioxidant properties, improve sexual function and aid erectile dysfunction, increase testosterone, boost your libido, reduce blood sugar levels, benefit women's health, reduce blood pressure, reduce inflammation, treat kidney stones, and provide pain relief.",published,,30,,,,,,,,default,TRUE,,pcat_01KEHWW17RZYN97D259HJY0HA4,,,TRUE,,,One Size,SUPP-GOK-SHURA,,TRUE,FALSE,,,,,,,,,26,22.5,Size,One Size,,
,tea-strainer,Tea Strainer,,"This classic stainless steel tea ball is a 2.1 inch premium mesh tea infuser/strainer used for loose tea leaves. The chain and hook make it easy to put the tea ball into the cup so that the tea leaf is fully soaked. The hook is super easy to hang on your cup, so no need to worry about going fishing for the ball!",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17TCF541VBNKMQ429NJ,,,TRUE,,,One Size,ACC-TEA-STRAINER,,TRUE,FALSE,,,,,,,,,3,3,Size,One Size,,
,aleppo-soap,Aleppo Soap,,"Aleppo soap is the world's oldest soap and a pure, natural product made from fine olive oil, laurel oil, water and lye. It is palm oil free. This traditional formula contains no colours, chemicals or perfume. Compared to the soaps of today, Aleppo soap supports your skin's own balance, making it suitable for all skin types. You can use Aleppo Soap as a substitute for body-wash and shampoo, to wash your hair or beard. Benefits Attributed to: - The laurel oil and olive oil content keep the skin moisturized. - Restores the pH balance in the skin. - The anti-inflammatory properties help with skin irritation, making it perfect for sensitive skin.",published,,100,,,,,,,,default,TRUE,,pcat_01KEHWW17SE7MQVJ6ZD28ACPFP,,,TRUE,,,One Size,SOAP-ALEPPO,,TRUE,FALSE,,,,,,,,,8,8,Size,One Size,,
,dead-sea-black-mud-soap,Dead Sea Black Mud Soap,,"The Dead Sea is a salt water lake in the Middle East, located between Israel and Jordan. The geographical features of the Dead Sea makes the surrounding silt and mud rich with a unique combination of minerals like magnesium, sodium, and potassium. It is made according to an old family recipe using olive, coconut and vegetable oil. It is free of detergents and animal fat and filled with the unique minerals of the Dead sea. Pure and un-perfumed, this soap removes dead skin cells and impurities. Benefits attributed to: - Hydrating and firming properties - Soothes itchiness and inflammation - Reduces the appearance of pores - Smoothes the appearance of fine lines and wrinkles",published,,100,,,,,,,,default,TRUE,,pcat_01KEHWW17SE7MQVJ6ZD28ACPFP,,,TRUE,,,One Size,SOAP-DEAD-SEA-MUD,,TRUE,FALSE,,,,,,,,,8,8,Size,One Size,,